@RELATION f1

@ATTRIBUTE position_prev_race NUMERIC
@ATTRIBUTE position_prev_year NUMERIC
@ATTRIBUTE position_qualy     NUMERIC
@ATTRIBUTE 'class' { IN, OUT}

@DATA
2,2,2,IN
8,5,4,IN
3,3,9,IN
20,6,5,IN
10,-1,3,IN
9,20,7,IN
18,11,6,IN
7,18,11,IN
5,8,13,IN
14,9,15,OUT
4,7,12,OUT
11,14,10,OUT
12,13,14,OUT
19,-1,8,OUT
16,-1,20,OUT
15,12,19,OUT
6,4,16,OUT
17,15,18,OUT
13,17,17,OUT
-1,1,1,IN
-1,2,5,IN
-1,4,4,IN
-1,19,2,IN
-1,7,3,IN
-1,17,7,IN
-1,5,9,IN
-1,20,8,IN
-1,3,6,IN
-1,6,12,IN
-1,16,17,OUT
-1,13,15,OUT
-1,-1,14,OUT
-1,11,11,OUT
-1,10,13,OUT
-1,15,10,OUT
-1,18,19,OUT
-1,9,20,OUT
-1,8,16,OUT
-1,12,18,OUT
1,2,1,IN
2,1,3,IN
4,7,2,IN
8,15,5,IN
9,3,4,IN
5,4,7,IN
-1,-1,11,IN
6,17,6,IN
7,5,8,IN
16,12,15,IN
15,19,12,OUT
12,10,13,OUT
17,8,17,OUT
14,11,9,OUT
20,16,19,OUT
13,-1,14,OUT
19,18,16,OUT
11,13,20,OUT
10,20,10,OUT
18,9,18,OUT
-1,12,2,IN
3,20,5,IN
8,6,4,IN
4,8,6,IN
2,5,3,IN
5,3,10,IN
19,4,9,IN
14,10,8,IN
10,7,16,IN
12,17,14,IN
11,19,12,OUT
16,-1,18,OUT
20,13,17,OUT
17,11,13,OUT
18,9,19,OUT
13,14,15,OUT
6,18,7,OUT
9,2,11,OUT
1,1,1,OUT
19,1,1,IN
5,19,2,IN
1,6,4,IN
2,4,8,IN
3,2,3,IN
6,8,5,IN
17,7,9,IN
4,3,6,IN
18,5,7,IN
8,12,10,IN
9,14,12,OUT
7,18,16,OUT
10,15,18,OUT
14,20,13,OUT
16,9,15,OUT
13,10,17,OUT
-1,17,19,OUT
15,13,20,OUT
12,-1,11,OUT
11,16,14,OUT
1,-1,1,IN
5,-1,4,IN
2,-1,2,IN
4,-1,6,IN
3,-1,7,IN
7,-1,8,IN
6,-1,3,IN
8,-1,5,IN
9,-1,18,IN
11,-1,9,IN
15,-1,13,OUT
20,-1,14,OUT
16,-1,15,OUT
18,-1,16,OUT
12,-1,11,OUT
13,-1,17,OUT
17,-1,20,OUT
19,-1,12,OUT
10,-1,19,OUT
14,-1,10,OUT
2,17,5,IN
1,1,1,IN
4,7,2,IN
5,5,3,IN
3,2,4,IN
9,6,8,IN
19,11,10,IN
6,4,7,IN
7,3,15,IN
11,9,13,IN
10,15,9,OUT
13,8,12,OUT
8,19,6,OUT
14,16,20,OUT
18,-1,18,OUT
20,13,16,OUT
15,12,11,OUT
16,10,19,OUT
12,14,14,OUT
17,20,17,OUT
2,-1,1,IN
1,-1,3,IN
3,-1,4,IN
13,-1,2,IN
4,-1,5,IN
6,-1,8,IN
8,-1,6,IN
5,-1,11,IN
17,-1,13,IN
7,-1,7,IN
11,-1,10,OUT
18,-1,18,OUT
15,-1,9,OUT
10,-1,12,OUT
14,-1,17,OUT
12,-1,15,OUT
20,-1,20,OUT
16,-1,16,OUT
9,-1,19,OUT
19,-1,14,OUT
